word,count
facebook,70
said,67
data,64
us,37
company,36
privacy,33
mr,31
would,30
users,28
law,24
companies,22
new,22
analytica,22
cambridge,22
percent,21
billion,20
information,18
personal,18
social,17
may,17
zuckerberg,17
one,16
people,16
internet,16
could,16
