word,count
rt,249
facebook,129
de,82
la,49
que,45
en,34
brt,31
el,26
http,26
por,25
meeting,24
1st,23
2561,23
fan,23
perayaofficial,23
singapore,23
kristampsingto,23
30,23
extracold,22
data,22
kangdaniel,22
zuckerberg,20
cambridge,20
del,19
para,18
analytica,18
1,17
se,16
https,15
twitter,14
e,14
los,14
un,14
amp,13
10,12
87,12
con,12
x,11
new,11
hite,11
says,11
kangdanielgall,11
mark,11
users,11
video,10
5,10
da,10
people,10
tzuyu,10
las,10
