word,count
rt,1725
facebook,1119
de,705
que,334
la,325
en,299
brt,274
el,198
por,153
data,151
e,135
zuckerberg,123
un,116
cambridge,112
con,111
se,108
twitter,102
para,100
1,99
2,97
analytica,95
users,93
los,89
del,89
mark,84
