word,count
said,394
facebook,251
data,162
new,141
us,134
company,126
people,114
one,106
mr,104
would,92
users,87
youtube,86
york,83
times,80
like,79
phil,77
also,73
percent,72
cambridge,72
wednesday,72
zuckerberg,69
privacy,67
information,67
please,66
says,64
san,64
two,63
police,62
think,62
analytica,60
could,58
many,57
page,56
companies,56
aghdam,55
million,55
google,55
2018,55
ms,52
time,52
view,52
tell,49
chief,49
feedback,49
video,48
4,48
last,47
email,47
tuesday,46
three,45
